label,true_label,predicted_label,predicted_proba_melanoma,rotational_asymmetry_score,compactness_score,mean_color_B,mean_color_G,mean_color_R,std_color_B,std_color_G,std_color_R,hair_coverage_pct
non_melanoma,0,0,0.353341220312101,0.2361116059754561,0.739,99.6235800078817,95.0714665113171,173.58504531980878,20.13633322941552,18.152219064262876,13.534047586553555,1.9553916827853
non_melanoma,0,0,0.38321982228096135,1.2613781702271922,0.845,109.49220073404857,124.57562817617163,172.8931394692264,19.28045183217893,21.70720405351812,23.65859660831983,7.406766420287242
non_melanoma,0,0,0.37239534985184014,0.3814519832833703,0.84,111.04929535232384,117.2392003998001,168.64069965017492,18.906406391800218,18.452981826554744,12.337813740132436,41.633060425290154
non_melanoma,0,0,0.17762080667799693,0.3922464721355894,0.739,176.9995778275003,190.4980368978765,219.97082788027188,16.788068278807188,17.85700231601773,11.129644792435435,10.788160957765216
non_melanoma,0,0,0.31186711971702374,0.2048063674380916,0.695,110.17746603849322,120.52064451158108,179.5335213628265,14.591144033508144,16.6488142820266,7.24189572943924,1.0518341102440616
non_melanoma,0,0,0.368543887193783,0.4956166574572212,0.747,130.18555667001004,131.2222668004012,181.1187562688064,47.196716646422,45.25596372230216,32.211293696194886,23.02659809329544
non_melanoma,0,1,0.5767110037452728,0.1314756612424052,0.723,78.98286279248599,75.66857080083489,131.93386795561904,26.22491493843262,24.626238404186186,22.754902458739927,40.70075482653506
non_melanoma,0,0,0.25948086495837347,0.2847691444010512,0.696,186.59464339452305,183.2795666566356,192.62533854950345,19.202940646606745,16.926113376860556,6.976887739679428,2.6054983319940583
non_melanoma,0,0,0.4487011452742988,0.1597304473315433,0.732,98.04500536569564,122.06000820946156,151.6478974598153,16.06520540775909,15.503190007891757,11.107654557686852,0.0338387573964497
non_melanoma,0,0,0.33292822600430017,0.1308427673304944,0.7,81.24711859740455,89.672590071206,180.96118084320915,19.223466597119216,19.20029499932472,18.168789561415178,2.8340878828229026
melanoma,1,1,0.6674907107793295,0.2179105148919527,0.739,91.79019259785214,101.5773497825508,120.56181325996272,38.9771320423865,40.15837173294299,37.42715856793973,5.571924655371988
non_melanoma,0,0,0.36310479192565426,0.408941702866304,0.76,84.32371233093627,114.83211296214392,173.61693995336927,25.269715017864517,26.15901035337676,17.32627031210271,4.917274180015094
non_melanoma,0,0,0.1587214792868609,0.2091332533456149,0.718,136.0072570173416,161.42299430845964,231.34023033141997,35.040009422920285,32.68906310856135,18.661301064029956,27.788105179208102
non_melanoma,0,0,0.22677476559323081,0.2767656979681275,0.716,126.70137620028768,143.4557011235081,203.96996851067135,26.96777845085833,23.74186382953504,10.706274645530902,0.3647446616046709
non_melanoma,0,1,0.612333340935824,0.3079922784694496,0.727,82.50788718929255,89.72896749521989,139.4440726577438,34.21388320476108,37.69566115951862,48.60224314247619,33.30078125
non_melanoma,0,0,0.1495424342603938,0.0867789152253588,0.74,127.9668139587582,145.2941876274643,230.1036823022887,27.511215560629974,27.40768085899645,10.350226794086003,35.67063312423204
non_melanoma,0,0,0.4973964750199504,0.287417492619651,0.76,117.49996608051414,131.488187092743,142.38830313308935,18.000786949550033,15.678155449667932,12.487401271138776,1.6056888888888887
non_melanoma,0,0,0.3336995921634229,0.2469901044414433,0.702,113.07596273888409,111.18652165562278,187.2999855949294,53.657442972536984,45.7842687837267,29.30823513436905,12.125712167992043
non_melanoma,0,1,0.5870950015015919,0.2874010620077609,0.733,87.76556172755875,97.4005253729546,122.135347513887,14.497785501760449,14.501346810605687,9.764159678654192,0.013514272644833
non_melanoma,0,1,0.5422927455962284,0.1731219449791107,0.738,59.09494733401673,83.52242575507718,136.81903403604167,21.985123765907517,24.472358801259173,18.80900289048154,8.107183621443925
non_melanoma,0,0,0.38160452119858396,0.0766324645968386,0.705,133.88054932239854,153.09828273600277,188.21067743307137,53.12949488193478,54.845296009052454,49.236612231330064,29.38592761690465
non_melanoma,0,0,0.377519437222245,0.826456720652418,0.864,143.61750994883457,144.07868106878908,165.35713473564525,16.448535701273695,14.491555450884592,8.649890585428784,0.2843215475490608
non_melanoma,0,0,0.34574727142467554,1.2154517347447562,0.932,135.09837580147453,149.5717492932242,178.4975978861398,23.037321885516903,22.881820941230384,18.990815985920857,0.204903682798355
non_melanoma,0,0,0.28717296874661175,0.5984496474788953,0.775,100.39752600506044,118.61231374754006,186.74978914815856,8.231741507103152,9.111411447806953,9.21286873536553,0.3497510404280618
non_melanoma,0,0,0.44194688035114954,0.5582484192698242,0.762,112.65342312008978,112.1648709315376,152.2662177328844,23.06982708004884,18.54365675651965,9.757966221203096,4.2064735975486265
non_melanoma,0,0,0.49641715325575314,0.1185468749990083,0.701,108.68648709568352,108.97716668545024,145.0219091626282,27.57739612330341,25.14320435262421,16.643863233917745,59.38492452307855
non_melanoma,0,0,0.3499424119138233,1.1413007971364957,0.932,126.98140686693296,125.9615322450299,175.09229605855597,22.69338646258686,19.87945263150238,14.798179382557906,0.4622885968812769
melanoma,1,1,0.7414259694180904,0.4381894125905753,0.743,50.28848728246319,63.9408543263965,95.86935621272973,15.853874536644136,20.450000930454017,26.60151829682015,4.197429504554812
non_melanoma,0,1,0.5231062869437398,1.388861140453571,0.917,58.37287396423899,84.0824247710423,144.0584387265591,19.71367430339044,21.636002987121547,24.39822769591151,39.82482795602824
non_melanoma,0,1,0.5431127138249693,0.2411967571604389,0.722,42.69929251852265,52.23731268453011,140.03938499247954,30.657475925031303,33.100504843066965,24.603829000203383,16.689472845148263
non_melanoma,0,0,0.38967500945974326,0.1111995271764317,0.695,125.05327491293112,129.5498708010336,163.5411526794742,15.095997861941497,14.69712922646154,10.070680311150332,5.793932931620651
non_melanoma,0,0,0.22469903653473108,0.7041242604745998,0.812,152.11767134599503,140.19281585466555,204.09000825763832,17.029476844955603,16.327356117931757,9.866247926236358,2.845226657349987
non_melanoma,0,0,0.49795921465781157,0.2934430592263777,0.722,111.8508105656955,112.38623738805124,148.27479877564903,20.95020755910499,24.97952248116941,22.746394619248207,2.199143957385716
non_melanoma,0,0,0.30802669621901213,0.3221622901505842,0.739,121.64297273745798,129.89277563384374,189.559981741981,31.81109444190551,31.763564982969505,22.79834001627994,60.174838777829024
non_melanoma,0,1,0.825964400303148,0.326296061931428,0.747,26.02133125913355,28.39836421062556,71.51961061613162,25.03391359059269,26.425136672689987,29.33050240577726,74.41983699708426
non_melanoma,0,1,0.7303577281275916,0.4413442318941246,0.919,77.63334668297487,79.40650740905106,103.1103401993787,31.539890897453933,33.53213462638651,33.96502566630935,1.181396484375
non_melanoma,0,1,0.6769810240649944,0.3782463228138561,0.769,91.36106027364268,90.89137302157322,112.14452795738136,27.424730375852914,26.319397593040307,26.83160638104656,0.5958849094002059
non_melanoma,0,0,0.4223194618711688,0.4329682501724526,0.74,133.32323902084562,132.3007947681548,157.22421545029292,13.741520063616788,13.482996267204854,11.19188776756255,2.4360125373551003
non_melanoma,0,1,0.6062104957730596,0.1812419712335552,0.717,69.99955693198001,83.75769604629609,119.62015055270474,13.168038479977778,15.863537458639469,12.456690745603115,0.0070636434272797
non_melanoma,0,0,0.26617418739305,0.6112993053713156,0.772,117.63113755593508,138.49489774055914,201.61404330339928,32.124980942051934,32.67947538132212,25.38033538721334,24.054854642556673
non_melanoma,0,1,0.6711839889192445,1.2931536174453793,0.894,100.38687191402846,84.71391228579726,114.64391519024107,28.67722101450683,28.225581920676568,28.781183142053393,0.8570787897914607
non_melanoma,0,0,0.4682547233736659,0.1159222574634358,0.709,74.76871273237461,98.08368993335672,148.33027008067344,16.59551279587837,18.879869369478985,12.36941354040599,0.5972816079398271
non_melanoma,0,0,0.2547505971830504,0.408834418912244,0.81,165.68558708959378,168.70210767946577,201.2614426822482,30.58215402940508,27.990300579911622,19.55775102577799,61.62047726911243
non_melanoma,0,0,0.4892223560563045,0.2743955844348347,0.713,112.2370417193426,125.0579962073325,151.01991150442478,28.950681824452083,29.01600466040382,24.36201594651524,7.251801940664405
non_melanoma,0,0,0.24783432572990435,0.3252924653379863,0.744,121.93003536773377,148.5341888092863,196.27881563435204,15.00065148455613,11.891688197750549,7.806395434460771,1.2852610052285376
non_melanoma,0,1,0.5475705196999118,0.883347281877554,0.903,99.58714304926704,103.5962522974851,146.03996353909835,35.533246230276276,37.33260069124816,36.44198828556983,21.42228768486774
non_melanoma,0,0,0.28576392187429445,0.5090610374846295,0.795,95.97837958319404,105.2201047587206,199.53917307477988,33.061327176788325,33.72497820654509,30.465147411514867,50.879822222222224
non_melanoma,0,1,0.5383427118325297,0.3665718204457303,0.754,123.88083876604612,103.85785335035956,139.069157873513,29.365050400684783,25.6209402664207,21.255175870365548,21.51330287557108
non_melanoma,0,0,0.4189506593308447,0.2513467940772895,0.712,87.27031019202363,108.7045790251108,155.42245199409157,9.097334590645232,8.688003903328847,6.895846664880163,1.368778472116378
non_melanoma,0,0,0.35276230499311084,0.5961762214221975,0.804,117.44229486838503,125.39381762395396,170.8477649162976,13.11636001473823,10.350852713015955,8.632571295323379,0.239551415789954
non_melanoma,0,0,0.4833219915005423,0.3790994861739564,0.917,97.43767183522333,105.50299930571629,145.0953760703541,17.189771234057496,16.848868015929657,12.157439521235922,0.0975399607480626
non_melanoma,0,0,0.41737983438582443,0.3287351313070488,0.777,125.97118089491352,125.83770874941573,155.99774784345388,11.60978874852305,11.41136749425281,7.310920555526207,0.0005470666287367
non_melanoma,0,0,0.2428380873727156,0.4605581671249705,0.723,103.28168779186124,111.63358905937292,198.67845230153435,8.991130732068765,9.990405630587931,9.532781613451268,3.670701220266825
non_melanoma,0,0,0.3962144759405555,0.174090082838928,0.724,127.57698294159265,124.44650577784763,167.199198176244,26.79736734011172,21.913559533723024,18.7355273533263,5.66022941640415
non_melanoma,0,1,0.5058090209748864,0.2030054752808629,0.72,89.18040807005525,90.7915426031813,144.6626944393209,24.140802948570595,26.194392909901083,19.33620371997385,0.992245206211203
non_melanoma,0,1,0.5000554343524365,0.2048100677043441,0.708,57.57987401066064,77.73832983362946,149.84283637538363,28.371210369367752,33.865306791634,26.164329414474512,18.24707309225019
non_melanoma,0,1,0.7056240987195974,0.1750409952233615,0.92,78.93024975629433,74.8873407509496,99.16787118894752,17.507277500494272,19.515582035917312,16.47122364874809,0.9576612903225806
non_melanoma,0,0,0.4289528783862344,0.1326972267852856,0.733,131.42593706153536,128.06086390058127,159.80578272198838,21.19823814399945,21.900538523699908,17.992160288964705,0.6487215759591807
non_melanoma,0,1,0.7883591207930174,0.3938365829675328,0.767,49.798999887530606,58.82032581518683,76.82211667402044,16.109064022535176,17.112691697676734,17.07557038449291,0.0918182146064318
non_melanoma,0,1,0.6096150327031001,0.541092619151816,0.757,78.02790250781635,85.3506332497782,123.27965271024706,24.72772398429419,27.46745061468563,19.96836422253795,0.0
non_melanoma,0,0,0.38324119440323073,0.3242066184393133,0.737,137.5098367328479,143.59680701913075,169.0037990140654,32.508787935643994,30.270647268378124,17.019096985417086,0.353076923076923
non_melanoma,0,0,0.24526247370698545,0.2617157514437933,0.711,67.11426533523537,125.14621968616262,199.50756062767476,23.026082938737822,16.824660611201423,12.106352886484402,9.609351086623814
non_melanoma,0,1,0.5416741040890594,0.2502078232665766,0.7,86.12952209197475,90.06690712353472,137.39256988277728,29.373034925684017,26.165636567118128,19.569936338015943,6.822494807684307
non_melanoma,0,1,0.5717047875964829,0.3857960063675654,0.746,105.55991488122208,109.39000097093664,132.24482167130557,37.6459868296231,36.26855599485178,21.484341931552,0.4538288076079924
non_melanoma,0,1,0.6872009828199489,0.3378219896453541,0.767,66.00247733596625,80.58238937258774,125.29360021542053,43.63494712593946,44.82808100192755,53.45338526050402,42.61415607548623
non_melanoma,0,1,0.740378924100077,0.421331391397145,0.757,40.97640791476408,59.80691454664058,95.7782670145684,16.237942757921093,19.981852171482377,25.965817251405557,24.28342013888889
non_melanoma,0,1,0.5698915814028443,0.5600656678092876,0.744,56.78719008264463,74.66391184573003,125.86845730027548,8.603815931212942,9.733996153491946,9.93483850283324,5.676414903457047
non_melanoma,0,1,0.5125029131003401,0.5455369979268646,0.644,106.73300113023984,121.6571439276147,147.1613745215214,25.39675193013047,24.48713049076261,25.96406406376918,22.584813364450245
non_melanoma,0,1,0.5081429754261357,0.5066701992161888,0.845,132.54392553886348,140.9620346178968,144.6977465708687,24.5617158940501,22.167192737798423,20.21788616829347,9.963300932354691
non_melanoma,0,1,0.7049042817040928,0.4315472927152778,0.799,59.09504073958007,75.33849890316515,101.59452366029458,31.689725512811936,27.902131588231363,20.313975390004476,2.0342758651202963
non_melanoma,0,0,0.4191486789675025,1.7392680588884344,0.889,72.84572182359642,95.71308936102172,158.64695301101273,19.458325444187516,17.575676688089473,12.47857939418137,36.48378226942223
non_melanoma,0,1,0.5132564722858532,0.2416339733678414,0.754,97.345820021221,106.68966784136566,142.56009628808832,19.645883007058725,19.981753952550775,18.365248419498187,24.55195566090718
melanoma,1,1,0.5802572026082209,0.6122400404030486,0.955,125.05839486560858,119.1090462206202,131.5567518356929,20.07820911457211,23.742350579390298,23.390249351528674,0.0002687419998865
non_melanoma,0,0,0.3314445177873996,0.1689492959322913,0.727,92.0841884249382,104.34941921500898,177.39378238341968,13.844996494072095,14.099013079554318,11.482970734970088,1.700424100614215
non_melanoma,0,0,0.39618488339610763,1.2454534131186343,0.959,134.38751896060165,125.13059983004948,160.16418491252313,9.136636678132223,9.068993601975473,6.7007643254891445,0.0
non_melanoma,0,1,0.5649026076670145,0.1947748005009114,0.72,83.32779097387173,82.23015376922115,140.31376838771513,24.344632861309663,27.959554919314098,32.8352449364337,8.719777562862669
non_melanoma,0,0,0.4600428866233091,0.3613948690766489,0.836,134.3533890603204,133.25088240267152,156.45391427484466,24.343174885689248,23.209885683631665,23.348138311774175,11.365468096651664
non_melanoma,0,0,0.4682529103514693,1.5562711687071624,0.951,85.39663239698858,102.06529587954344,157.11015947543106,28.787172913766867,29.32702848707855,27.374900202434407,29.786967716379483
non_melanoma,0,0,0.18336892472156033,0.4497620909240801,0.785,194.9925349742523,188.6203005943998,216.45170339233997,17.315588206231517,18.975955848797906,8.535159558168255,0.7636916589508581
non_melanoma,0,1,0.5291944814940601,0.4505611189440326,0.757,85.58707109217313,81.30544965238843,136.96036106750392,24.009963472751583,22.337286248223226,14.415670622688149,5.875911111111111
non_melanoma,0,0,0.32003070241342696,0.3943687450462442,0.816,112.11958792179269,112.1418813067318,192.63037368105793,40.954610724436286,41.41988493787226,32.95070850439667,61.27257792301063
non_melanoma,0,1,0.6897408722583657,0.1849244108737961,0.711,61.06455180040086,78.72973253161932,108.59275001727832,23.99689360154543,25.622930450424835,25.951355606168924,19.873291015625
non_melanoma,0,0,0.3417662471523195,0.7016908448539555,0.829,99.8066869862381,106.34958497476116,181.3175113745427,18.62536855657171,19.63051480136639,22.25737449407934,0.8340992411533376
non_melanoma,0,0,0.3095345598446906,0.3447358834480982,0.918,138.38604096672807,150.91232253170045,188.6064809797334,29.85541714353016,27.655100843786077,21.7904095871774,10.40945290858726
non_melanoma,0,0,0.3895598308707317,0.2828494541094556,0.739,159.33186692328843,159.29474841902666,168.1391468031556,30.04339726460428,28.529534838741657,17.886708092882714,0.0807422892800554
non_melanoma,0,0,0.4821502690011418,0.3000754213782043,0.733,119.34379594934308,109.6284210027036,145.38942512925107,27.776786464435222,24.749847032811015,12.247043948949145,1.7726502769766057
non_melanoma,0,1,0.5214304635118595,1.2079684998390503,0.934,105.04410339541522,104.85255405000616,145.5414427431149,38.1529493589332,37.291926258042594,26.341794768985803,11.598490992624964
non_melanoma,0,0,0.4714723598503315,1.351568013851006,0.903,111.45872976646484,120.06666254788088,157.75979241319658,35.8366757046206,34.03092504732764,29.622683917942304,33.440185546875
non_melanoma,0,1,0.6057708063624587,0.0640432259981483,0.707,80.82769601930036,93.52403699236028,124.71696555421524,24.858526748048785,22.808112266234552,21.005835731230217,0.4067809074355617
non_melanoma,0,0,0.2934263580550141,0.2194778602398289,0.708,74.3622823466381,102.6748995446022,199.78376640771495,16.21839009163117,21.863592517298883,34.16114981244069,0.7931231003039514
non_melanoma,0,0,0.29487465530854934,0.1753156577577956,0.714,145.42756505487134,154.98833085733455,186.59323333493072,19.711103269756897,19.261011534223805,12.230471497633884,1.4693107826177343
non_melanoma,0,0,0.17294132211666732,0.2444529566721122,0.706,161.46287532312587,185.16532113740303,222.97082919069396,25.640584126523752,23.417437252396812,13.408087804782369,3.5233520461019867
non_melanoma,0,1,0.5125719590743887,0.2355936482604889,0.716,87.62006556481354,97.6436449938533,136.4441333151209,19.849870080598844,16.912200614290015,7.671037501781512,0.0995395041122886
non_melanoma,0,0,0.32399482470597835,0.4053494173160423,0.933,89.90401063351155,110.65005789508542,186.7854547447706,23.322912860644575,25.31145935444999,24.558857013048137,0.1617025764465758
non_melanoma,0,0,0.2646203978199442,0.3754240877738027,0.814,85.06501473345834,113.50600053576213,198.9382802035896,29.806320607741476,32.391223373275636,20.10567301197963,52.41122486907751
non_melanoma,0,1,0.7794920346102038,0.2186527847775191,0.719,60.5519976997373,79.90972775868153,94.8319631957968,37.29838545856097,34.87528513771957,43.24955290729114,0.6090818273397266
non_melanoma,0,0,0.2766914605005739,0.2573203692664425,0.747,95.8947600523457,104.67868346987431,192.36275209293152,25.70466729827008,25.421696201597634,14.249388047167056,8.960596404813227
non_melanoma,0,0,0.49733315654804405,1.408270977884888,0.917,96.45795777138432,119.30337121610384,142.60502193632254,14.859345490778836,16.513625408624623,12.835515365691494,0.2202522732701419
non_melanoma,0,1,0.5128812430262134,0.2803478077487588,0.72,80.01089361702128,72.15063829787233,146.01043971631205,33.84198400403117,35.59872262854482,24.13021422470305,1.9922281210661703
non_melanoma,0,1,0.5995579399890804,0.2849685657887582,0.713,68.62283918281823,77.2144578313253,119.83855421686746,8.93800439602466,8.32570353938942,10.384520313034049,2.9495534794594014
non_melanoma,0,0,0.3372970546225669,0.1407514469588896,0.695,108.9610204855842,128.17166160849771,180.05918057663126,22.955131606944683,19.88158536668472,18.352757230531843,2.6124444444444443
non_melanoma,0,1,0.5678245674561031,0.3824251080542071,0.772,75.72704794574217,93.66045325137776,134.34789611610756,21.785796975587935,24.543651403166695,23.68574152682315,11.167364165129806
non_melanoma,0,0,0.18604375854976551,0.1654599013517084,0.683,194.33022938905293,164.00749488984783,218.1043606631842,24.412975621825723,21.38801921728047,12.923019744180875,15.45731299344306
non_melanoma,0,0,0.4375627229414997,0.1932435023004941,0.712,49.31130185979971,99.1123748211731,161.41251788268957,21.175652088346073,23.334447846603588,23.824261220481716,2.7827215424545795
non_melanoma,0,0,0.32586326942517974,0.3670497838341868,0.728,175.01279209676397,167.8656196567665,181.3983914888227,22.765260189512382,19.821572600397765,16.101218529025168,1.149049174323128
non_melanoma,0,0,0.3165639028686403,0.2483217097611364,0.728,107.38261357021194,143.04154718526982,180.0623962398396,15.436233829524886,14.123196228538758,10.064072591688213,1.1956468956884412
non_melanoma,0,1,0.50491356361057,0.2236356198186025,0.714,69.58555126455472,96.78511571183832,147.8150062429223,20.236596207819115,24.57684586833366,24.40870983584276,3.0371581981430467
non_melanoma,0,0,0.27639499890800817,0.2004635119345755,0.736,134.75234915924827,152.86819980217606,194.60769040553907,18.808693020941885,19.884780316937334,17.95591026264435,40.29212580348944
non_melanoma,0,1,0.768198477657432,0.2969980611195392,0.725,67.09494450684572,77.50525242828938,84.87306095587762,21.9693513924047,22.091234147016735,20.548207903778852,22.231175274653538
non_melanoma,0,1,0.733532388840483,1.1651174133882118,0.878,74.73766379795009,76.19936859404056,104.67391774423734,32.40833210754017,36.677359313211774,38.06142102037226,1.2751095883601604
non_melanoma,0,0,0.20149616908032345,0.3976041364296327,0.925,119.07668685490064,150.55863118086953,212.09010065682847,16.94972241102199,15.237922168566604,11.35246140376225,1.7772753801906915
non_melanoma,0,1,0.515682437742171,0.1944936448894893,0.699,104.90946676561008,93.63161242446728,137.29640623343582,21.15765630934525,19.622659080996307,10.223544269656374,0.0053065964114922
non_melanoma,0,0,0.25238833134199884,0.4363534023758586,0.814,88.48665252457364,121.05513315970764,199.61207258674284,27.850924214830663,26.240989330316207,15.640337540399674,34.11126113961653
non_melanoma,0,1,0.5166935222604679,0.3938690710084655,0.774,99.02677270623724,106.40335601528888,138.1409680681487,12.555172913290608,12.12662003932616,12.023326393407816,0.7859861995763363
non_melanoma,0,0,0.4593946265394014,1.1819186338718468,0.861,150.6195593766792,138.21225147770016,160.811033494537,46.39964150600063,48.43179545539578,30.565403488942415,47.1627863135074
non_melanoma,0,0,0.266910734824092,0.3103785387022035,0.722,76.40737026823766,103.17986964151416,194.09125094008525,15.756760881939767,18.682275994454436,12.854341286573495,23.258505229557557
non_melanoma,0,0,0.41148467611873385,1.3127064552773209,0.872,133.27851440418357,114.39719033326114,164.51528607234582,25.68037777180516,25.35954083536342,19.730763682971315,10.99654594576109
non_melanoma,0,0,0.36435165541305525,0.1838231543566529,0.707,156.09656881714486,139.0101535002856,170.53493836032948,16.71241005384024,16.278897234475046,12.53282237425038,4.561253561253562
non_melanoma,0,0,0.3261915355246329,0.139658725650712,-1.309,126.55268868087856,123.50279505853656,181.1487940659349,16.479885916075585,20.02265548917728,15.80609491772292,6.851456060595512
non_melanoma,0,0,0.48929492503455246,0.406022639988097,0.711,115.01516361619522,119.55722684414864,149.00485856905158,23.57609839764506,20.77698400929729,20.94355085662841,0.3273934983138266
non_melanoma,0,1,0.515693729730791,0.2314339940677601,0.717,85.27789745799224,90.0659198621284,139.61697544162,15.53065038269824,14.276474145561998,14.193718704196431,4.2675893886966545
non_melanoma,0,1,0.5209130425176862,0.4978292208713055,0.746,63.37027060119995,95.96032814987144,141.12648463328028,17.273732002004916,18.2698543400736,18.61350679379642,2.364868403137797
non_melanoma,0,1,0.6532958742093694,0.2144727138906992,0.74,104.56538533554324,96.42897662258407,117.5729790081762,36.5821953238368,33.771316160113365,26.74805568184439,12.436953255134014
non_melanoma,0,0,0.49238878535012826,0.274969137453468,0.719,100.03047176880244,100.34421051085025,142.85651528730736,17.825896462365005,19.521243279093184,11.52461131049774,0.1936101185581652
non_melanoma,0,0,0.3439944243261433,0.2790785243780816,0.742,115.4906668517105,118.32940648970072,172.48989287029673,9.918407473150626,11.963349760439652,8.039989159521921,0.0
non_melanoma,0,0,0.47852955167619793,1.4637059907798673,0.943,115.8151979037374,124.78851192938905,165.56261205350987,45.14753755081912,46.876181447778606,45.449434840384846,40.580505732248525
non_melanoma,0,0,0.4156221319851571,0.4351822705279559,0.762,129.08570907127594,136.0378394409253,157.46034691223775,11.994185977974958,10.07523303751896,9.174210207540478,0.6548084774891435
non_melanoma,0,1,0.5446222944731546,0.5512655760876121,0.81,99.68372714970894,101.12233263137666,141.42285549568015,28.853073877768395,25.116532924297324,27.50391807329482,0.1737819364059127
non_melanoma,0,0,0.31353977223677454,0.2203924939295563,0.744,120.56514105625892,116.5879761398458,186.31071634987623,27.048341254799084,25.25555396544047,19.51004917278167,0.1928995779866015
non_melanoma,0,1,0.5220741538990245,0.4339785939526677,0.779,91.44482011408176,96.03122908766451,145.18957649533158,29.718961015574394,29.6291817308719,25.967428599919536,4.116783088396002
non_melanoma,0,0,0.3639152323176772,0.3337374675929093,0.736,117.02847583643124,126.07486988847585,168.8714498141264,18.86643346802264,17.91245046018709,9.523794254699276,1.392787514417826
non_melanoma,0,0,0.48325391180129257,0.1993568686450309,0.746,118.1705713563966,111.27646757822872,151.8600724154236,39.51130626515859,41.214953024564586,23.695311896383163,4.686099201091717
non_melanoma,0,0,0.4157522779617162,0.0863198489126722,0.699,128.78091370871869,138.11961998281072,165.59387464167528,25.8437464203139,23.676220801462488,23.12276571599622,0.7536957434191386
non_melanoma,0,0,0.4027888566652944,0.4038324870742089,0.817,146.09794687922732,136.01420747938153,161.63843110445242,15.606789267170544,15.865750290744364,11.643183251001744,0.7710342245598656
non_melanoma,0,0,0.4707271978401875,0.223606220939384,0.765,99.88129313270731,116.9929856318588,149.02749179771467,23.249194074108107,22.939163764220595,14.43469723133617,0.37566958155336
non_melanoma,0,0,0.4911074762787803,0.2864982310033988,0.708,107.0367709213863,116.1149619611158,147.59171597633136,36.24758598619564,29.78565814706529,19.16659178774036,4.210190158223255
non_melanoma,0,0,0.4018655248226599,1.0829866907566912,0.924,139.5042966436982,138.1234434424998,173.80883544311254,34.63343905711301,34.1687361072583,32.106269418138325,2.7711670525478302
non_melanoma,0,1,0.6035140756501832,0.2580791199722575,0.724,118.10401298738287,109.63057161573296,130.76927458631198,33.16305674333409,32.50742938612223,30.51930694528635,23.55202947643668
melanoma,1,1,0.8592868555067719,0.1045555472504289,0.698,34.273591245080155,43.54833445329749,54.83277335125276,10.115186962736397,14.622798544268782,22.995558025214898,1.9021330315735767
